machine_id,machine_type,timestamp,cycle,temperature_C,vibration_mm_s,pressure_psi,current_A,rpm,health_state,RUL,failure
M013,Conveyor_Motor,2025-01-15 08:00:00,176,70.05,3.83,90.84,18.55,1438.7,Warning,49,0
M013,Conveyor_Motor,2025-01-15 09:00:00,177,71.1,3.926,89.78,17.8,1425.6,Warning,48,0
M013,Conveyor_Motor,2025-01-15 10:00:00,178,74.0,4.225,89.39,19.17,1409.2,Warning,47,0
M013,Conveyor_Motor,2025-01-15 11:00:00,179,75.82,4.09,91.62,18.49,1416.2,Warning,46,0
M013,Conveyor_Motor,2025-01-15 12:00:00,180,74.91,4.782,91.95,19.82,1403.3,Warning,45,0
M013,Conveyor_Motor,2025-01-15 13:00:00,181,74.0,4.037,85.27,19.62,1455.4,Warning,44,0
M013,Conveyor_Motor,2025-01-15 14:00:00,182,76.51,3.937,86.83,19.41,1423.0,Warning,43,0
M013,Conveyor_Motor,2025-01-15 15:00:00,183,75.5,4.857,87.23,19.77,1414.8,Warning,42,0
M013,Conveyor_Motor,2025-01-15 16:00:00,184,74.38,3.8,88.26,19.47,1447.8,Warning,41,0
M013,Conveyor_Motor,2025-01-15 17:00:00,185,75.83,3.836,85.85,19.05,1375.3,Warning,40,0
M013,Conveyor_Motor,2025-01-15 18:00:00,186,77.16,4.531,88.03,19.56,1408.4,Warning,39,0
M013,Conveyor_Motor,2025-01-15 19:00:00,187,72.13,4.239,88.75,19.36,1419.4,Warning,38,0
M013,Conveyor_Motor,2025-01-15 20:00:00,188,76.73,5.088,86.31,20.08,1401.0,Warning,37,0
M013,Conveyor_Motor,2025-01-15 21:00:00,189,76.79,4.829,85.55,21.02,1396.9,Warning,36,0
M013,Conveyor_Motor,2025-01-15 22:00:00,190,76.58,5.31,90.31,20.98,1439.2,Warning,35,0
M013,Conveyor_Motor,2025-01-15 23:00:00,191,78.32,4.39,85.25,20.87,1404.5,Warning,34,0
M013,Conveyor_Motor,2025-01-16 00:00:00,192,76.17,5.394,88.01,21.16,1393.3,Warning,33,0
M013,Conveyor_Motor,2025-01-16 01:00:00,193,75.44,4.979,84.61,19.87,1403.9,Warning,32,0
M013,Conveyor_Motor,2025-01-16 02:00:00,194,75.27,5.196,89.53,21.64,1384.8,Warning,31,0
M013,Conveyor_Motor,2025-01-16 03:00:00,195,76.59,5.313,87.33,20.07,1412.9,Warning,30,0
M013,Conveyor_Motor,2025-01-16 04:00:00,196,79.26,5.203,88.85,20.33,1342.6,Warning,29,0
M013,Conveyor_Motor,2025-01-16 05:00:00,197,76.37,5.02,87.44,21.36,1322.5,Warning,28,0
M013,Conveyor_Motor,2025-01-16 06:00:00,198,83.23,4.541,87.83,20.42,1376.1,Warning,27,0
M013,Conveyor_Motor,2025-01-16 07:00:00,199,78.53,5.205,81.49,18.92,1391.9,Warning,26,0
M013,Conveyor_Motor,2025-01-16 08:00:00,200,81.85,5.315,88.61,19.95,1388.1,Warning,25,0
M013,Conveyor_Motor,2025-01-16 09:00:00,201,76.72,4.942,82.87,20.63,1389.7,Warning,24,0
M013,Conveyor_Motor,2025-01-16 10:00:00,202,75.16,4.866,85.69,19.79,1386.3,Warning,23,0
M013,Conveyor_Motor,2025-01-16 11:00:00,203,77.01,5.047,82.42,20.79,1394.5,Critical,22,0
M013,Conveyor_Motor,2025-01-16 12:00:00,204,77.39,6.256,86.3,21.76,1348.1,Critical,21,0
M013,Conveyor_Motor,2025-01-16 13:00:00,205,76.66,4.683,82.48,18.7,1389.6,Critical,20,0
M013,Conveyor_Motor,2025-01-16 14:00:00,206,77.37,5.102,83.46,22.08,1363.8,Critical,19,0
M013,Conveyor_Motor,2025-01-16 15:00:00,207,79.9,6.093,85.27,21.75,1419.2,Critical,18,0
M013,Conveyor_Motor,2025-01-16 16:00:00,208,84.76,4.786,83.02,22.47,1381.4,Critical,17,0
M013,Conveyor_Motor,2025-01-16 17:00:00,209,85.58,5.769,87.23,20.86,1361.8,Critical,16,0
M013,Conveyor_Motor,2025-01-16 18:00:00,210,84.96,5.354,84.49,21.48,1412.9,Critical,15,0
M013,Conveyor_Motor,2025-01-16 19:00:00,211,79.56,6.42,81.77,23.03,1344.7,Critical,14,0
M013,Conveyor_Motor,2025-01-16 20:00:00,212,82.32,5.726,83.08,21.87,1360.5,Critical,13,0
M013,Conveyor_Motor,2025-01-16 21:00:00,213,76.9,6.472,85.36,20.91,1398.3,Critical,12,0
M013,Conveyor_Motor,2025-01-16 22:00:00,214,83.0,5.689,78.92,21.53,1360.5,Critical,11,0
M013,Conveyor_Motor,2025-01-16 23:00:00,215,83.17,5.383,85.16,22.11,1389.2,Critical,10,0
M013,Conveyor_Motor,2025-01-17 00:00:00,216,85.84,5.195,80.15,21.1,1361.3,Critical,9,0
M013,Conveyor_Motor,2025-01-17 01:00:00,217,83.89,6.516,80.71,21.56,1349.4,Critical,8,0
M013,Conveyor_Motor,2025-01-17 02:00:00,218,84.46,5.197,81.23,22.69,1397.8,Critical,7,0
M013,Conveyor_Motor,2025-01-17 03:00:00,219,85.18,5.933,84.49,21.61,1341.6,Critical,6,0
M013,Conveyor_Motor,2025-01-17 04:00:00,220,87.69,5.247,82.05,22.42,1410.3,Critical,5,0
M013,Conveyor_Motor,2025-01-17 05:00:00,221,77.4,6.12,79.77,22.13,1406.8,Critical,4,0
M013,Conveyor_Motor,2025-01-17 06:00:00,222,86.74,6.04,77.77,21.21,1368.8,Critical,3,0
M013,Conveyor_Motor,2025-01-17 07:00:00,223,83.08,5.465,83.98,21.06,1340.7,Critical,2,0
M013,Conveyor_Motor,2025-01-17 08:00:00,224,79.72,6.049,81.08,21.54,1354.0,Critical,1,0
M013,Conveyor_Motor,2025-01-17 09:00:00,225,88.75,5.228,82.22,22.73,1318.0,Critical,0,1
M014,Industrial_Pump,2025-01-06 01:00:00,1,68.0,2.158,88.48,15.24,1527.9,Healthy,177,0
M014,Industrial_Pump,2025-01-06 02:00:00,2,67.43,2.24,88.7,16.14,1524.1,Healthy,176,0
M014,Industrial_Pump,2025-01-06 03:00:00,3,68.02,2.025,90.06,15.06,1542.5,Healthy,175,0
M014,Industrial_Pump,2025-01-06 04:00:00,4,65.98,2.087,90.33,16.25,1493.2,Healthy,174,0
M014,Industrial_Pump,2025-01-06 05:00:00,5,66.73,2.373,89.28,15.22,1556.1,Healthy,173,0
M014,Industrial_Pump,2025-01-06 06:00:00,6,68.4,2.202,86.19,16.47,1537.8,Healthy,172,0
M014,Industrial_Pump,2025-01-06 07:00:00,7,67.51,2.337,87.69,15.19,1519.3,Healthy,171,0
M014,Industrial_Pump,2025-01-06 08:00:00,8,67.44,2.193,90.03,15.13,1538.5,Healthy,170,0
M014,Industrial_Pump,2025-01-06 09:00:00,9,67.22,2.18,90.88,15.83,1542.5,Healthy,169,0
M014,Industrial_Pump,2025-01-06 10:00:00,10,67.2,2.383,90.08,15.46,1551.0,Healthy,168,0
M014,Industrial_Pump,2025-01-06 11:00:00,11,68.39,2.064,89.37,15.24,1503.3,Healthy,167,0
M014,Industrial_Pump,2025-01-06 12:00:00,12,67.39,2.304,91.28,15.42,1529.6,Healthy,166,0
M014,Industrial_Pump,2025-01-06 13:00:00,13,69.21,2.258,89.8,15.68,1544.8,Healthy,165,0
M014,Industrial_Pump,2025-01-06 14:00:00,14,67.79,2.343,88.89,15.57,1503.1,Healthy,164,0
M014,Industrial_Pump,2025-01-06 15:00:00,15,68.88,2.094,85.51,15.56,1528.8,Healthy,163,0
M014,Industrial_Pump,2025-01-06 16:00:00,16,68.27,2.255,87.83,16.72,1530.9,Healthy,162,0
M014,Industrial_Pump,2025-01-06 17:00:00,17,66.13,2.349,90.16,15.79,1527.4,Healthy,161,0
M014,Industrial_Pump,2025-01-06 18:00:00,18,67.86,1.974,88.66,16.61,1519.6,Healthy,160,0
M014,Industrial_Pump,2025-01-06 19:00:00,19,68.0,2.022,88.29,15.12,1540.3,Healthy,159,0
M014,Industrial_Pump,2025-01-06 20:00:00,20,68.03,2.06,89.2,15.68,1536.5,Healthy,158,0
M014,Industrial_Pump,2025-01-06 21:00:00,21,68.67,2.347,88.15,15.51,1531.3,Healthy,157,0
M014,Industrial_Pump,2025-01-06 22:00:00,22,66.52,2.09,89.91,16.4,1518.3,Healthy,156,0
M014,Industrial_Pump,2025-01-06 23:00:00,23,70.11,2.134,90.89,15.8,1536.8,Healthy,155,0
M014,Industrial_Pump,2025-01-07 00:00:00,24,67.39,2.192,88.0,16.01,1550.7,Healthy,154,0
M014,Industrial_Pump,2025-01-07 01:00:00,25,67.17,2.026,88.58,16.42,1537.4,Healthy,153,0
M014,Industrial_Pump,2025-01-07 02:00:00,26,68.97,2.098,88.34,15.5,1516.3,Healthy,152,0
M014,Industrial_Pump,2025-01-07 03:00:00,27,67.99,2.109,90.49,15.66,1556.1,Healthy,151,0
M014,Industrial_Pump,2025-01-07 04:00:00,28,66.14,2.137,88.46,15.81,1527.6,Healthy,150,0
M014,Industrial_Pump,2025-01-07 05:00:00,29,69.54,2.172,87.71,15.56,1529.0,Healthy,149,0
M014,Industrial_Pump,2025-01-07 06:00:00,30,68.75,2.149,86.79,15.7,1524.1,Healthy,148,0
M014,Industrial_Pump,2025-01-07 07:00:00,31,66.66,2.193,88.87,15.54,1537.8,Healthy,147,0
M014,Industrial_Pump,2025-01-07 08:00:00,32,67.24,2.202,88.18,15.96,1533.5,Healthy,146,0
M014,Industrial_Pump,2025-01-07 09:00:00,33,69.57,2.141,89.6,16.08,1541.9,Healthy,145,0
M014,Industrial_Pump,2025-01-07 10:00:00,34,67.96,2.224,89.83,15.75,1533.7,Healthy,144,0
M014,Industrial_Pump,2025-01-07 11:00:00,35,68.56,2.182,87.59,16.45,1547.1,Healthy,143,0
M014,Industrial_Pump,2025-01-07 12:00:00,36,66.91,2.166,88.21,15.43,1546.9,Healthy,142,0
M014,Industrial_Pump,2025-01-07 13:00:00,37,67.49,2.382,86.42,15.62,1513.9,Healthy,141,0
M014,Industrial_Pump,2025-01-07 14:00:00,38,68.15,2.235,90.42,15.14,1540.4,Healthy,140,0
M014,Industrial_Pump,2025-01-07 15:00:00,39,66.95,2.2,88.41,15.12,1544.7,Healthy,139,0
M014,Industrial_Pump,2025-01-07 16:00:00,40,67.56,2.276,90.46,16.15,1526.3,Healthy,138,0
M014,Industrial_Pump,2025-01-07 17:00:00,41,66.89,2.311,89.22,16.17,1516.2,Healthy,137,0
M014,Industrial_Pump,2025-01-07 18:00:00,42,68.51,2.195,89.01,15.5,1517.2,Healthy,136,0
M014,Industrial_Pump,2025-01-07 19:00:00,43,68.48,2.151,89.39,16.4,1525.9,Healthy,135,0
M014,Industrial_Pump,2025-01-07 20:00:00,44,67.52,2.174,88.48,15.48,1544.4,Healthy,134,0
M014,Industrial_Pump,2025-01-07 21:00:00,45,69.14,2.204,90.18,15.56,1530.9,Healthy,133,0
M014,Industrial_Pump,2025-01-07 22:00:00,46,67.42,2.114,90.92,15.43,1543.1,Healthy,132,0
M014,Industrial_Pump,2025-01-07 23:00:00,47,66.98,2.195,89.07,15.3,1528.7,Healthy,131,0
M014,Industrial_Pump,2025-01-08 00:00:00,48,66.75,2.192,86.43,15.61,1543.7,Healthy,130,0
M014,Industrial_Pump,2025-01-08 01:00:00,49,67.81,2.121,88.1,16.11,1536.3,Healthy,129,0
M014,Industrial_Pump,2025-01-08 02:00:00,50,68.66,2.285,88.4,15.23,1543.6,Healthy,128,0
M014,Industrial_Pump,2025-01-08 03:00:00,51,66.96,2.131,89.22,15.53,1499.2,Healthy,127,0
M014,Industrial_Pump,2025-01-08 04:00:00,52,66.58,2.291,88.95,15.92,1521.7,Healthy,126,0
M014,Industrial_Pump,2025-01-08 05:00:00,53,66.71,2.263,91.01,15.28,1549.2,Healthy,125,0
M014,Industrial_Pump,2025-01-08 06:00:00,54,66.84,2.027,89.95,15.25,1515.8,Healthy,124,0
M014,Industrial_Pump,2025-01-08 07:00:00,55,66.63,2.156,86.52,15.87,1541.1,Healthy,123,0
M014,Industrial_Pump,2025-01-08 08:00:00,56,68.3,2.311,90.53,15.27,1544.0,Healthy,122,0
M014,Industrial_Pump,2025-01-08 09:00:00,57,68.93,2.272,90.4,15.57,1524.2,Healthy,121,0
M014,Industrial_Pump,2025-01-08 10:00:00,58,67.58,2.121,90.57,15.7,1546.3,Healthy,120,0
M014,Industrial_Pump,2025-01-08 11:00:00,59,66.37,2.146,87.53,14.98,1538.4,Healthy,119,0
M014,Industrial_Pump,2025-01-08 12:00:00,60,66.75,2.153,87.61,15.47,1542.7,Healthy,118,0
M014,Industrial_Pump,2025-01-08 13:00:00,61,66.86,2.145,89.86,15.9,1528.0,Healthy,117,0
M014,Industrial_Pump,2025-01-08 14:00:00,62,68.11,2.272,87.48,15.34,1528.3,Healthy,116,0
M014,Industrial_Pump,2025-01-08 15:00:00,63,68.27,2.209,89.17,15.22,1547.0,Healthy,115,0
M014,Industrial_Pump,2025-01-08 16:00:00,64,67.32,2.164,89.36,16.42,1524.3,Healthy,114,0
M014,Industrial_Pump,2025-01-08 17:00:00,65,67.13,2.153,90.81,15.69,1539.5,Healthy,113,0
M014,Industrial_Pump,2025-01-08 18:00:00,66,68.63,2.303,88.06,15.84,1551.2,Healthy,112,0
M014,Industrial_Pump,2025-01-08 19:00:00,67,68.02,2.109,87.55,15.81,1516.6,Healthy,111,0
M014,Industrial_Pump,2025-01-08 20:00:00,68,67.01,2.142,89.49,15.86,1523.3,Healthy,110,0
M014,Industrial_Pump,2025-01-08 21:00:00,69,66.52,2.272,90.08,15.82,1539.5,Healthy,109,0
M014,Industrial_Pump,2025-01-08 22:00:00,70,67.42,2.173,89.18,15.29,1539.7,Healthy,108,0
M014,Industrial_Pump,2025-01-08 23:00:00,71,67.94,2.177,90.44,15.59,1543.8,Healthy,107,0
M014,Industrial_Pump,2025-01-09 00:00:00,72,66.63,2.275,89.98,16.49,1557.9,Healthy,106,0
M014,Industrial_Pump,2025-01-09 01:00:00,73,68.76,2.137,87.74,15.34,1541.5,Healthy,105,0
M014,Industrial_Pump,2025-01-09 02:00:00,74,69.11,2.069,87.8,15.64,1516.9,Healthy,104,0
M014,Industrial_Pump,2025-01-09 03:00:00,75,67.4,2.315,90.15,15.96,1519.1,Healthy,103,0
M014,Industrial_Pump,2025-01-09 04:00:00,76,66.07,2.148,85.58,15.81,1545.1,Healthy,102,0
M014,Industrial_Pump,2025-01-09 05:00:00,77,67.03,2.249,89.93,15.18,1527.9,Healthy,101,0
M014,Industrial_Pump,2025-01-09 06:00:00,78,67.35,2.284,90.17,15.86,1525.5,Healthy,100,0
M014,Industrial_Pump,2025-01-09 07:00:00,79,69.18,2.209,89.81,16.32,1543.8,Healthy,99,0
M014,Industrial_Pump,2025-01-09 08:00:00,80,67.7,2.141,86.47,15.0,1546.7,Healthy,98,0
M014,Industrial_Pump,2025-01-09 09:00:00,81,65.84,2.292,90.27,15.28,1536.6,Healthy,97,0
M014,Industrial_Pump,2025-01-09 10:00:00,82,68.39,2.2,90.92,15.07,1541.5,Healthy,96,0
M014,Industrial_Pump,2025-01-09 11:00:00,83,67.21,2.017,87.33,15.42,1534.3,Healthy,95,0
M014,Industrial_Pump,2025-01-09 12:00:00,84,66.92,2.14,88.48,15.28,1525.4,Healthy,94,0
M014,Industrial_Pump,2025-01-09 13:00:00,85,68.39,2.355,89.38,15.68,1532.7,Healthy,93,0
M014,Industrial_Pump,2025-01-09 14:00:00,86,67.43,2.248,90.54,15.16,1549.5,Healthy,92,0
M014,Industrial_Pump,2025-01-09 15:00:00,87,69.44,2.09,90.45,16.28,1544.6,Healthy,91,0
M014,Industrial_Pump,2025-01-09 16:00:00,88,67.64,2.268,87.85,15.5,1522.9,Healthy,90,0
M014,Industrial_Pump,2025-01-09 17:00:00,89,66.47,2.195,89.53,15.89,1466.7,Healthy,89,0
M014,Industrial_Pump,2025-01-09 18:00:00,90,68.0,2.198,87.43,15.45,1545.2,Healthy,88,0
M014,Industrial_Pump,2025-01-09 19:00:00,91,67.92,2.189,90.41,16.55,1530.3,Healthy,87,0
M014,Industrial_Pump,2025-01-09 20:00:00,92,68.07,2.101,92.29,15.41,1506.8,Healthy,86,0
M014,Industrial_Pump,2025-01-09 21:00:00,93,68.44,2.03,91.01,15.86,1518.5,Healthy,85,0
M014,Industrial_Pump,2025-01-09 22:00:00,94,68.49,2.157,89.71,15.12,1513.8,Healthy,84,0
M014,Industrial_Pump,2025-01-09 23:00:00,95,68.14,2.379,88.1,15.34,1528.8,Healthy,83,0
M014,Industrial_Pump,2025-01-10 00:00:00,96,66.5,2.246,90.42,15.82,1531.4,Healthy,82,0
M014,Industrial_Pump,2025-01-10 01:00:00,97,66.79,2.397,87.78,15.28,1507.0,Healthy,81,0
M014,Industrial_Pump,2025-01-10 02:00:00,98,66.4,2.225,88.43,15.28,1521.9,Healthy,80,0
M014,Industrial_Pump,2025-01-10 03:00:00,99,67.3,2.124,91.17,15.48,1536.1,Healthy,79,0
M014,Industrial_Pump,2025-01-10 04:00:00,100,67.88,2.2,88.51,15.44,1543.6,Healthy,78,0
M014,Industrial_Pump,2025-01-10 05:00:00,101,68.04,2.115,84.78,15.39,1513.5,Healthy,77,0
M014,Industrial_Pump,2025-01-10 06:00:00,102,66.9,2.058,90.81,16.09,1545.3,Healthy,76,0
M014,Industrial_Pump,2025-01-10 07:00:00,103,67.48,2.124,86.83,15.99,1546.9,Healthy,75,0
M014,Industrial_Pump,2025-01-10 08:00:00,104,68.31,2.08,88.56,15.58,1507.4,Healthy,74,0
M014,Industrial_Pump,2025-01-10 09:00:00,105,69.25,2.055,87.9,14.92,1530.9,Healthy,73,0
M014,Industrial_Pump,2025-01-10 10:00:00,106,65.95,2.091,85.75,15.68,1553.8,Warning,72,0
M014,Industrial_Pump,2025-01-10 11:00:00,107,70.02,2.303,88.38,16.01,1532.0,Warning,71,0
M014,Industrial_Pump,2025-01-10 12:00:00,108,69.74,2.205,88.93,16.09,1551.2,Warning,70,0
M014,Industrial_Pump,2025-01-10 13:00:00,109,67.72,2.329,88.22,16.72,1501.9,Warning,69,0
M014,Industrial_Pump,2025-01-10 14:00:00,110,68.15,2.385,87.78,15.93,1523.9,Warning,68,0
M014,Industrial_Pump,2025-01-10 15:00:00,111,68.87,2.401,88.76,15.6,1536.9,Warning,67,0
M014,Industrial_Pump,2025-01-10 16:00:00,112,69.2,2.437,88.06,15.9,1506.1,Warning,66,0
M014,Industrial_Pump,2025-01-10 17:00:00,113,69.6,2.547,88.73,16.19,1481.7,Warning,65,0
M014,Industrial_Pump,2025-01-10 18:00:00,114,68.37,2.481,87.29,16.04,1538.5,Warning,64,0
M014,Industrial_Pump,2025-01-10 19:00:00,115,72.29,2.451,87.79,15.58,1541.6,Warning,63,0
M014,Industrial_Pump,2025-01-10 20:00:00,116,69.16,3.059,85.09,16.84,1528.5,Warning,62,0
M014,Industrial_Pump,2025-01-10 21:00:00,117,71.09,2.982,86.23,16.25,1533.3,Warning,61,0
M014,Industrial_Pump,2025-01-10 22:00:00,118,72.63,2.652,86.23,17.04,1528.2,Warning,60,0
M014,Industrial_Pump,2025-01-10 23:00:00,119,71.78,2.878,86.51,17.61,1532.5,Warning,59,0
M014,Industrial_Pump,2025-01-11 00:00:00,120,70.12,3.415,84.8,16.85,1521.4,Warning,58,0
M014,Industrial_Pump,2025-01-11 01:00:00,121,72.48,3.091,86.74,16.4,1552.6,Warning,57,0
M014,Industrial_Pump,2025-01-11 02:00:00,122,70.38,3.196,88.15,16.26,1503.8,Warning,56,0
M014,Industrial_Pump,2025-01-11 03:00:00,123,73.02,3.046,85.52,16.18,1486.7,Warning,55,0
M014,Industrial_Pump,2025-01-11 04:00:00,124,73.64,3.185,83.17,16.47,1492.2,Warning,54,0
M014,Industrial_Pump,2025-01-11 05:00:00,125,75.0,3.311,83.11,17.52,1525.8,Warning,53,0
M014,Industrial_Pump,2025-01-11 06:00:00,126,77.16,3.216,85.93,18.35,1508.8,Warning,52,0
M014,Industrial_Pump,2025-01-11 07:00:00,127,72.69,3.193,83.73,17.97,1490.9,Warning,51,0
M014,Industrial_Pump,2025-01-11 08:00:00,128,75.25,3.158,83.24,17.4,1487.6,Warning,50,0
M014,Industrial_Pump,2025-01-11 09:00:00,129,75.97,3.551,86.96,17.46,1462.8,Warning,49,0
M014,Industrial_Pump,2025-01-11 10:00:00,130,73.8,3.769,85.43,17.76,1488.5,Warning,48,0
M014,Industrial_Pump,2025-01-11 11:00:00,131,74.53,3.535,82.17,18.16,1487.4,Warning,47,0
M014,Industrial_Pump,2025-01-11 12:00:00,132,77.39,3.929,85.47,16.98,1503.9,Warning,46,0
M014,Industrial_Pump,2025-01-11 13:00:00,133,74.53,3.378,82.22,18.43,1485.7,Warning,45,0
M014,Industrial_Pump,2025-01-11 14:00:00,134,77.29,3.609,82.77,17.07,1475.3,Warning,44,0
M014,Industrial_Pump,2025-01-11 15:00:00,135,76.25,4.186,81.17,18.03,1478.4,Warning,43,0
M014,Industrial_Pump,2025-01-11 16:00:00,136,74.8,4.173,82.6,18.23,1471.2,Warning,42,0
M014,Industrial_Pump,2025-01-11 17:00:00,137,73.35,3.436,83.09,18.22,1477.5,Warning,41,0
M014,Industrial_Pump,2025-01-11 18:00:00,138,75.62,3.992,82.76,18.53,1452.0,Warning,40,0
M014,Industrial_Pump,2025-01-11 19:00:00,139,73.89,4.248,80.77,17.73,1478.0,Warning,39,0
M014,Industrial_Pump,2025-01-11 20:00:00,140,77.73,4.526,80.0,18.07,1512.0,Warning,38,0
M014,Industrial_Pump,2025-01-11 21:00:00,141,78.45,4.232,82.94,17.98,1482.0,Warning,37,0
M014,Industrial_Pump,2025-01-11 22:00:00,142,77.59,4.321,80.45,18.88,1425.8,Warning,36,0
M014,Industrial_Pump,2025-01-11 23:00:00,143,77.58,3.944,85.18,17.83,1466.6,Warning,35,0
M014,Industrial_Pump,2025-01-12 00:00:00,144,80.97,4.413,80.26,18.82,1444.4,Warning,34,0
M014,Industrial_Pump,2025-01-12 01:00:00,145,82.01,4.43,81.45,17.65,1491.2,Warning,33,0
M014,Industrial_Pump,2025-01-12 02:00:00,146,79.02,3.916,80.29,18.93,1461.4,Warning,32,0
M014,Industrial_Pump,2025-01-12 03:00:00,147,80.57,4.916,81.56,18.41,1455.5,Warning,31,0
M014,Industrial_Pump,2025-01-12 04:00:00,148,77.44,4.067,81.45,19.13,1452.6,Warning,30,0
M014,Industrial_Pump,2025-01-12 05:00:00,149,77.95,4.668,79.84,19.3,1432.9,Warning,29,0
M014,Industrial_Pump,2025-01-12 06:00:00,150,81.38,4.674,78.34,18.41,1491.4,Warning,28,0
M014,Industrial_Pump,2025-01-12 07:00:00,151,77.49,4.12,79.16,19.31,1449.4,Warning,27,0
M014,Industrial_Pump,2025-01-12 08:00:00,152,78.68,4.095,76.89,19.36,1452.6,Warning,26,0
M014,Industrial_Pump,2025-01-12 09:00:00,153,80.37,4.4,79.85,19.52,1445.4,Warning,25,0
M014,Industrial_Pump,2025-01-12 10:00:00,154,83.14,4.736,77.89,20.42,1460.3,Warning,24,0
M014,Industrial_Pump,2025-01-12 11:00:00,155,80.81,4.295,81.47,19.34,1459.8,Warning,23,0
M014,Industrial_Pump,2025-01-12 12:00:00,156,82.43,5.668,77.39,19.13,1466.7,Warning,22,0
M014,Industrial_Pump,2025-01-12 13:00:00,157,79.42,4.671,77.95,20.27,1459.3,Warning,21,0
M014,Industrial_Pump,2025-01-12 14:00:00,158,84.47,4.358,78.29,17.64,1414.8,Warning,20,0
M014,Industrial_Pump,2025-01-12 15:00:00,159,83.15,5.608,77.61,18.34,1424.2,Warning,19,0
M014,Industrial_Pump,2025-01-12 16:00:00,160,80.99,4.521,79.12,20.67,1400.8,Critical,18,0
M014,Industrial_Pump,2025-01-12 17:00:00,161,83.08,4.713,78.3,20.82,1430.5,Critical,17,0
M014,Industrial_Pump,2025-01-12 18:00:00,162,86.57,5.794,76.38,18.77,1452.3,Critical,16,0
M014,Industrial_Pump,2025-01-12 19:00:00,163,81.03,5.743,79.64,20.23,1462.8,Critical,15,0
M014,Industrial_Pump,2025-01-12 20:00:00,164,81.71,5.77,80.51,20.58,1431.7,Critical,14,0
M014,Industrial_Pump,2025-01-12 21:00:00,165,84.19,5.684,77.53,20.51,1455.0,Critical,13,0
M014,Industrial_Pump,2025-01-12 22:00:00,166,81.26,4.91,74.17,20.92,1411.4,Critical,12,0
M014,Industrial_Pump,2025-01-12 23:00:00,167,79.17,6.157,76.46,19.07,1457.3,Critical,11,0
M014,Industrial_Pump,2025-01-13 00:00:00,168,84.41,5.906,79.96,19.51,1487.4,Critical,10,0
M014,Industrial_Pump,2025-01-13 01:00:00,169,90.34,6.114,74.67,20.46,1405.0,Critical,9,0
M014,Industrial_Pump,2025-01-13 02:00:00,170,87.24,6.316,79.52,20.68,1474.3,Critical,8,0
M014,Industrial_Pump,2025-01-13 03:00:00,171,87.74,5.288,77.04,20.85,1411.8,Critical,7,0
M014,Industrial_Pump,2025-01-13 04:00:00,172,82.64,5.347,71.64,21.23,1405.6,Critical,6,0
M014,Industrial_Pump,2025-01-13 05:00:00,173,85.61,6.544,75.8,20.81,1443.2,Critical,5,0
M014,Industrial_Pump,2025-01-13 06:00:00,174,83.62,6.63,72.44,21.69,1410.4,Critical,4,0
M014,Industrial_Pump,2025-01-13 07:00:00,175,87.54,5.182,77.52,19.41,1432.1,Critical,3,0
M014,Industrial_Pump,2025-01-13 08:00:00,176,88.37,5.482,76.13,22.6,1431.9,Critical,2,0
M014,Industrial_Pump,2025-01-13 09:00:00,177,89.11,5.645,75.29,22.53,1387.5,Critical,1,0
M014,Industrial_Pump,2025-01-13 10:00:00,178,88.04,6.138,74.51,21.43,1414.1,Critical,0,1
M015,Robotic_Arm,2025-01-09 01:00:00,1,63.24,2.009,95.34,13.99,1443.9,Healthy,235,0
M015,Robotic_Arm,2025-01-09 02:00:00,2,61.73,2.132,100.13,14.06,1411.7,Healthy,234,0
M015,Robotic_Arm,2025-01-09 03:00:00,3,63.89,2.295,98.15,13.95,1418.3,Healthy,233,0
M015,Robotic_Arm,2025-01-09 04:00:00,4,61.61,2.066,96.26,13.68,1443.3,Healthy,232,0
M015,Robotic_Arm,2025-01-09 05:00:00,5,61.79,2.248,97.47,14.08,1449.1,Healthy,231,0
M015,Robotic_Arm,2025-01-09 06:00:00,6,62.85,2.101,98.86,14.36,1410.5,Healthy,230,0
M015,Robotic_Arm,2025-01-09 07:00:00,7,61.03,2.042,95.68,13.59,1434.7,Healthy,229,0
M015,Robotic_Arm,2025-01-09 08:00:00,8,62.21,1.947,96.74,14.45,1437.7,Healthy,228,0
M015,Robotic_Arm,2025-01-09 09:00:00,9,63.06,2.09,97.53,13.83,1452.6,Healthy,227,0
M015,Robotic_Arm,2025-01-09 10:00:00,10,61.65,2.113,96.49,14.15,1424.8,Healthy,226,0
M015,Robotic_Arm,2025-01-09 11:00:00,11,63.12,2.117,95.46,14.58,1449.8,Healthy,225,0
M015,Robotic_Arm,2025-01-09 12:00:00,12,61.38,2.112,94.9,13.19,1459.4,Healthy,224,0
M015,Robotic_Arm,2025-01-09 13:00:00,13,61.27,2.175,99.11,13.49,1472.7,Healthy,223,0
M015,Robotic_Arm,2025-01-09 14:00:00,14,62.56,2.101,95.86,13.49,1408.6,Healthy,222,0
M015,Robotic_Arm,2025-01-09 15:00:00,15,61.69,2.213,95.83,13.51,1422.2,Healthy,221,0
M015,Robotic_Arm,2025-01-09 16:00:00,16,61.11,2.185,95.54,13.83,1436.1,Healthy,220,0
M015,Robotic_Arm,2025-01-09 17:00:00,17,63.43,2.013,96.71,13.44,1431.9,Healthy,219,0
